No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight	0)	0.0	0	04F2	8	A0	00	E0	38	00	00	00	88
54)	14.0	0	0382	8	40	FE	0F	00	00	00	00	08
55)	14.0	0	0545	8	C8	11	00	89	21	00	26	00
56)	17.0	0	04B0	8	00	80	00	40	00	40	00	80
57)	17.0	0	0164	8	00	08	00	00	00	00	0E	06
58)	18.0	0	043F	8	00	40	60	FF	61	DC	09	00
59)	18.0	0	0370	8	FF	20	00	80	FF	00	00	A0
60)	18.0	0	0440	8	FF	00	00	00	FF	DC	09	00
61)	19.0	0	02B0	5	BC	FF	00	07	AA
62)	19.0	0	0165	8	09	F8	7F	00	00	00	0A	84
63)	22.0	0	0153	8	00	80	10	FF	00	FF	D0	5E
64)	22.0	0	0220	8	04	34	09	2C	0C	20	FF	0F
65)	22.0	0	0316	8	45	25	6A	0A	25	21	00	7F
66)	23.0	0	0080	8	00	17	6A	0A	25	21	25	94
67)	23.0	0	0081	8	40	84	70	00	00	00	00	54
68)	24.0	0	018F	8	FE	46	25	00	00	43	00	10
69)	24.0	0	0260	8	05	25	00	30	AA	8D	5D	06
70)	24.0	0	02A0	8	02	00	70	9D	F4	28	9A	0A
71)	25.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
72)	25.0	0	0545	8	C8	11	00	89	21	00	26	00
73)	26.0	0	0350	8	13	2B	84	81	85	00	00	B8
74)	26.0	0	04B1	8	00	00	00	00	00	00	00	00
75)	27.0	0	0164	8	00	08	00	00	00	00	0F	07
76)	27.0	0	043F	8	00	40	60	FF	61	D8	09	00
77)	28.0	0	0370	8	FF	20	00	80	FF	00	00	64
78)	28.0	0	0440	8	FF	50	00	00	FF	D4	09	00
79)	29.0	0	059B	8	00	00	00	00	00	00	00	88
80)	29.0	0	02B0	5	BB	FF	00	07	CB
81)	29.0	0	0165	8	08	08	80	00	00	00	0B	8B
82)	31.1	0	04F2	8	A0	00	E0	38	00	00	00	8A
83)	32.0	0	04F0	8	00	00	14	00	00	79	78	0D
84)	32.0	0	0153	8	00	80	10	FF	00	FF	E0	6E
85)	33.0	0	01F1	8	00	00	00	00	00	00	00	00
86)	33.0	0	0220	8	03	3C	03	1C	0C	30	FF	0F
87)	33.0	0	0080	8	00	17	6A	0A	25	21	25	85
88)	33.0	0	0081	8	40	84	70	00	00	00	00	45
89)	33.0	0	018F	8	FE	46	25	00	00	43	00	10
90)	34.0	0	0260	8	05	25	00	30	AA	8D	5D	15
91)	34.0	0	02A0	8	A2	00	70	9D	F4	28	9A	0A
92)	34.0	0	0316	8	45	25	6A	0A	25	21	00	7F
93)	34.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
94)	34.0	0	0382	8	40	FE	0F	00	00	00	00	0C
95)	34.0	0	0545	8	C8	11	00	88	20	00	25	00
96)	36.0	0	0510	8	00	00	00	00	00	00	00	00
97)	37.0	0	04B0	8	00	C0	00	40	00	40	00	80
98)	37.0	0	0164	8	00	08	00	00	00	00	00	08
99)	38.1	0	043F	8	00	40	60	FF	61	C8	09	00
100)	38.1	0	0370	8	FF	20	00	80	FF	00	00	28
101)	38.1	0	0440	8	FF	A0	00	00	FF	B8	09	00
102)	39.0	0	02B0	5	BB	FF	00	07	BC
103)	39.0	0	0165	8	09	F8	7F	00	00	00	0C	82
104)	41.0	0	0153	8	00	80	10	FF	00	FF	00	8E
105)	42.0	0	0220	8	00	04	FA	23	0C	30	FF	0F
106)	42.0	0	0316	8	45	26	76	0A	26	21	00	7F
107)	43.0	0	018F	8	FE	46	26	00	00	43	00	10
108)	43.0	0	0080	8	00	17	76	0A	26	21	26	86
109)	43.0	0	0081	8	40	84	70	00	00	00	00	36
110)	43.0	0	0260	8	05	26	00	30	AA	8D	61	2E
111)	43.0	0	02A0	8	C2	00	70	9D	F4	28	9A	0A
112)	44.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
113)	44.0	0	0545	8	C8	11	00	89	2A	00	2B	00
114)	46.0	0	0350	8	13	2B	94	81	85	00	00	A8
115)	46.0	0	04B1	8	00	00	00	00	00	00	00	00
116)	47.0	0	0164	8	00	08	00	00	00	00	01	09
117)	48.0	0	043F	8	00	40	60	FF	61	D0	09	00
118)	48.0	0	0370	8	FF	20	00	80	FF	00	00	EC
119)	48.0	0	0440	8	FF	F0	00	00	FF	D8	09	00
120)	49.0	0	02B0	5	BB	FF	00	07	AD
121)	49.0	0	0165	8	09	F8	7F	00	00	00	0D	83
122)	51.0	0	0153	8	00	80	10	FF	00	FF	10	9E
123)	52.0	0	01F1	8	00	00	00	00	00	00	00	00
124)	52.0	0	0220	8	00	0C	F2	33	0C	30	FF	0F
125)	52.0	0	0080	8	00	17	76	0A	26	21	26	77
126)	53.0	0	0081	8	40	84	70	00	00	00	00	27
127)	53.0	0	018F	8	FE	46	26	00	00	43	00	10
128)	53.0	0	0260	8	05	26	00	30	AA	8D	61	3D
129)	53.0	0	02A0	8	62	00	70	9D	F4	28	9A	0A
130)	54.0	0	0316	8	45	26	76	0A	26	21	00	7F
131)	54.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
132)	54.0	0	0382	8	40	FE	0F	00	00	00	00	00
133)	54.0	0	04F2	8	A0	00	F0	38	00	00	00	8B
134)	55.0	0	0545	8	C8	11	00	87	2B	00	2C	00
135)	55.0	0	04F0	8	00	00	16	00	00	79	78	0D
136)	55.0	0	0587	8	00	00	00	00	00	00	00	0A
137)	55.0	0	04F1	8	00	19	00	00	00	00	00	00
138)	56.0	0	0690	8	03	00	01	18	80	00	3D	08
139)	57.0	0	04B0	8	00	00	00	80	00	40	00	80
140)	57.0	0	0164	8	00	08	00	00	00	00	02	0A
141)	58.0	0	043F	8	00	40	60	FF	61	DC	09	00
142)	58.0	0	0370	8	FF	20	00	80	FF	00	00	A0
143)	58.0	0	0440	8	FF	00	00	00	FF	E8	09	00
144)	59.0	0	02B0	5	BB	FF	00	07	9E
145)	59.0	0	0165	8	09	F8	7F	00	00	00	0E	80
146)	60.0	0	02C0	8	3D	00	00	00	00	00	00	00
147)	62.0	0	0153	8	00	80	10	FF	00	FF	20	AE
148)	62.0	0	0220	8	00	14	F3	23	0C	30	FF	0F
149)	62.0	0	02A0	8	02	00	70	9D	F4	28	9A	0A
150)	62.0	0	0260	8	05	26	00	30	AA	8D	61	00
151)	63.0	0	0080	8	00	17	80	0A	26	21	26	B8
152)	63.0	0	0081	8	40	84	70	00	00	00	00	18
153)	63.0	0	018F	8	FE	46	26	00	00	43	00	10
154)	64.0	0	0316	8	45	26	80	0A	26	21	00	7F
155)	64.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
156)	64.0	0	0545	8	C8	11	00	88	2B	00	2C	00
157)	66.1	0	0350	8	13	2B	A4	81	85	00	00	98
158)	67.1	0	04B1	8	00	00	00	00	00	00	00	00
159)	67.1	0	0164	8	00	08	00	00	00	00	03	0B
160)	68.1	0	043F	8	00	40	60	FF	61	D8	09	00
161)	68.1	0	0370	8	FF	20	00	80	FF	00	00	64
162)	68.1	0	0440	8	FF	50	00	00	FF	D8	09	00
163)	69.0	0	02B0	5	BD	FF	00	07	EF
164)	69.0	0	0165	8	09	F8	7F	00	00	00	0F	81
165)	71.1	0	04F2	8	A0	00	F0	38	00	00	00	8C
166)	72.0	0	0153	8	00	80	10	FF	00	FF	30	BE
167)	72.0	0	01F1	8	00	00	00	00	00	00	00	00
168)	73.0	0	0220	8	01	1C	FE	03	0C	00	FF	0F
169)	73.0	0	0260	8	05	26	00	30	AA	8D	61	1F
170)	73.0	0	0080	8	00	17	80	0A	26	21	26	A9
171)	74.0	0	0081	8	40	84	70	00	00	00	00	09
172)	74.0	0	018F	8	FE	46	26	00	00	43	00	10
173)	75.0	0	02A0	8	A2	00	70	9D	F4	28	9A	0A
174)	75.0	0	0316	8	45	26	80	0A	26	21	00	7F
175)	75.0	0	0329	8	85	B3	7E	8C	11	2C	00	10
176)	76.0	0	0382	8	40	FE	0F	00	00	00	00	04
177)	76.0	0	04F0	8	00	00	18	00	00	79	78	0D
178)	77.0	0	0545	8	C8	11	00	89	2B	00	2C	00
179)	77.0	0	0110	8	E0	1C	00	11	00	00	00	00
180)	77.0	0	04B0	8	00	40	00	80	00	40	00	80
181)	78.0	0	0164	8	00	08	00	00	00	00	04	0C
182)	78.0	0	043F	8	00	40	60	FF	61	D8	09	00
183)	79.0	0	0370	8	FF	20	00	80	FF	00	00	28
184)	79.0	0	0440	8	FF	A0	00	00	FF	D8	09	00
185)	79.0	0	02B0	5	BB	FF	00	07	70
186)	80.0	0	0165	8	09	F8	7F	00	00	00	00	8E
187)	82.0	0	0153	8	00	80	10	FF	00	FF	40	CE
188)	82.0	0	0220	8	02	24	0A	24	0C	20	FF	0F
189)	82.0	0	0316	8	45	26	80	0A	26	20	00	7F
190)	83.0	0	0329	8	D7	B3	7E	8C	11	2C	00	10
191)	83.0	0	0080	8	00	17	80	0A	26	20	26	AA
192)	84.0	0	0081	8	40	84	70	00	00	00	00	FA
193)	84.0	0	018F	8	FE	46	26	00	00	43	00	10
194)	84.0	0	0260	8	05	26	00	30	AA	8D	61	2E
195)	85.0	0	02A0	8	C2	00	70	9D	F4	28	9A	0A
196)	85.0	0	0545	8	C8	11	00	8A	2B	00	2C	00
197)	85.0	0	0350	8	13	2B	B4	81	85	00	00	88
198)	87.1	0	04B1	8	00	00	00	00	00	00	00	00
199)	87.1	0	0164	8	00	08	00	00	00	00	05	0D
200)	88.1	0	043F	8	00	40	60	FF	61	D4	09	00
201)	88.1	0	0370	8	FF	20	00	80	FF	00	00	EC
202)	89.0	0	0440	8	FF	F0	00	00	FF	D4	09	00
203)	89.0	0	05E4	3	00	02	00
204)	89.0	0	0165	8	09	F8	7F	00	00	00	01	8F
205)	90.0	0	02B0	5	BC	FF	00	07	11
206)	91.1	0	04F2	8	A0	00	F0	38	00	00	00	8D
207)	92.0	0	0153	8	00	80	10	FF	00	FF	50	DE
208)	92.0	0	01F1	8	00	00	00	00	00	00	00	00
209)	93.0	0	0220	8	03	2C	0D	04	0C	30	FF	0F
210)	93.0	0	0080	8	00	17	74	0A	26	20	26	6B
211)	93.0	0	0081	8	40	84	70	00	00	00	00	EB
212)	94.1	0	018F	8	FE	46	26	00	00	43	00	10
213)	94.1	0	0260	8	05	26	00	30	AA	8D	5F	30
214)	94.1	0	02A0	8	62	00	70	9D	F4	28	9A	0A
215)	95.0	0	0316	8	45	26	74	0A	26	20	00	7F
216)	95.0	0	0329	8	D7	B3	7E	8C	11	2C	00	10
217)	95.0	0	0382	8	40	FE	0F	00	00	00	00	08
218)	96.1	0	04F0	8	00	00	1A	00	00	79	78	0D
219)	96.1	0	0545	8	C8	11	00	8A	27	00	2B	00
220)	96.1	0	00A0	8	5A	7E	92	0A	00	21	00	02
221)	96.1	0	00A1	8	80	81	80	80	2E	00	00	00
222)	97.0	0	04B0	8	00	80	00	80	00	40	00	80
223)	97.0	0	0164	8	00	08	00	00	00	00	06	0E
224)	98.0	0	043F	8	00	40	60	FF	61	D4	09	00
225)	98.0	0	0370	8	FF	20	00	80	FF	00	00	A0
226)	99.0	0	0440	8	FF	00	00	00	FF	D8	09	00
227)	99.0	0	02B0	5	BB	FF	00	07	52
228)	99.0	0	0165	8	09	F8	7F	00	00	00	02	8C
229)	102.1	0	0153	8	00	80	10	FF	00	FF	60	EE
230)	102.1	0	0220	8	04	34	0C	04	0C	00	01	10
231)	102.1	0	0316	8	45	26	66	0A	26	20	00	7F
232)	103.1	0	0329	8	D7	B3	7E	8C	11	2C	00	10
233)	103.1	0	0080	8	00	17	66	0A	26	20	26	4C
234)	103.1	0	0081	8	40	84	70	00	00	00	00	DC
235)	104.1	0	018F	8	FE	46	26	00	00	43	00	10
236)	104.1	0	0260	8	05	26	00	30	AA	8D	5F	03
237)	104.1	0	02A0	8	02	00	70	9D	F4	28	9A	0A
238)	105.1	0	0545	8	C8	11	00	89	27	00	2B	00
239)	105.1	0	0350	8	13	2B	C4	81	85	00	00	F8
240)	106.1	0	04B1	8	00	00	00	00	00	00	00	00
241)	107.1	0	0164	8	00	08	00	00	00	00	07	0F
242)	107.6	0	043F	8	00	40	60	FF	61	D0	09	00
243)	108.6	0	0370	8	FF	20	00	80	FF	00	00	64
244)	108.6	0	0440	8	FF	50	00	00	FF	CC	09	00
245)	108.6	0	02B0	5	BC	FF	00	07	33
246)	109.6	0	0165	8	09	F8	7F	00	00	00	03	8D
247)	111.6	0	04F2	8	A0	00	F0	38	00	00	00	8E
248)	111.6	0	04F0	8	00	00	1C	00	00	79	78	0D
249)	112.2	0	0153	8	00	80	10	FF	00	FF	70	FE
250)	112.2	0	01F1	8	00	00	00	00	00	00	00	00
251)	113.2	0	0220	8	05	3C	0B	24	0C	00	04	10
252)	113.2	0	0080	8	00	17	66	0A	26	20	26	3D
253)	113.2	0	0081	8	40	84	70	00	00	00	00	CD
254)	113.2	0	018F	8	FE	46	26	00	00	43	00	10
255)	113.2	0	0260	8	05	26	00	30	AA	8D	5F	12
256)	114.2	0	02A0	8	A2	00	70	9D	F4	28	9A	0A
257)	114.2	0	0316	8	45	26	66	0A	26	20	00	7F
258)	114.2	0	0329	8	D7	B3	7E	8C	11	2C	00	10
259)	114.2	0	0382	8	40	FE	0F	00	00	00	00	0C
260)	115.2	0	0545	8	C8	11	00	89	27	00	2B	00
261)	116.2	0	04B0	8	00	C0	00	80	00	40	00	80
262)	117.2	0	0164	8	00	08	00	00	00	00	08	00
263)	118.2	0	043F	8	00	40	60	FF	61	D0	09	00
264)	118.2	0	0370	8	FF	20	00	80	FF	00	00	28
265)	118.2	0	0440	8	FF	A0	00	00	FF	D0	09	00
266)	119.2	0	02B0	5	BE	FF	00	07	64
267)	119.2	0	0165	8	09	F8	7F	00	00	00	04	8A
268)	121.2	0	0153	8	00	80	10	FF	00	FF	80	0E
269)	121.2	0	0220	8	03	04	07	1C	0C	10	06	10
270)	122.6	0	0316	8	45	26	66	0A	26	20	00	7F
271)	122.6	0	02A0	8	C2	00	70	9D	F4	28	9A	0A
272)	122.6	0	0080	8	00	17	66	0A	26	20	26	2E
273)	123.6	0	0081	8	40	84	70	00	00	00	00	BE
274)	123.6	0	018F	8	FE	46	26	00	00	43	00	10
275)	123.6	0	0260	8	05	26	00	30	AA	8D	5F	21
276)	124.6	0	0329	8	D7	B3	7E	8C	11	2C	00	10
277)	124.6	0	0545	8	C8	11	00	89	27	00	2B	00
278)	125.7	0	0350	8	13	2B	D4	81	85	00	00	E8
279)	125.7	0	0120	4	00	00	00	00
280)	126.7	0	0517	8	00	00	00	00	00	00	00	00
281)	126.7	0	04B1	8	00	00	00	00	00	00	00	00
282)	127.7	0	0164	8	00	08	00	00	00	00	09	01
283)	127.7	0	043F	8	00	40	60	FF	61	C8	09	00
284)	128.7	0	0370	8	FF	20	00	80	FF	00	00	EC
285)	128.7	0	0440	8	FF	F0	00	00	FF	C0	09	00
286)	129.7	0	059B	8	00	00	00	00	00	00	00	4C
287)	129.7	0	02B0	5	BC	FF	00	07	55
288)	129.7	0	0165	8	09	F8	7F	00	00	00	05	8B
289)	131.7	0	04F2	8	A0	00	F0	38	00	00	00	8F
290)	131.7	0	0153	8	00	80	10	FF	00	FF	90	1E
291)	131.7	0	01F1	8	00	00	00	00	00	00	00	00
292)	132.7	0	0220	8	00	0C	FE	2B	0C	10	06	10
293)	132.7	0	0316	8	45	26	68	0A	26	20	00	7F
294)	132.7	0	0329	8	D7	B3	7E	8C	11	2C	00	10
295)	133.7	0	0080	8	00	17	68	0A	26	20	26	FF
296)	133.7	0	0081	8	40	84	70	00	00	00	00	AF
297)	134.7	0	018F	8	FE	46	26	00	00	43	00	10
298)	134.7	0	0260	8	05	26	00	30	AA	8D	61	3D
299)	134.7	0	02A0	8	62	00	70	9D	F4	28	9A	0A
300)	135.7	0	0382	8	40	FE	0F	00	00	00	00	00
301)	135.7	0	04F0	8	00	00	1E	00	00	79	78	0D
302)	135.7	0	0545	8	C8	11	00	89	2B	00	2B	00
303)	136.7	0	0510	8	00	00	00	00	00	00	00	00
304)	136.7	0	04B0	8	00	00	00	C0	00	40	00	80
305)	136.7	0	0164	8	00	08	00	00	00	00	0A	02
306)	137.7	0	05F0	2	00	00
307)	137.7	0	043F	8	00	40	60	FF	61	C8	09	00
308)	137.7	0	0370	8	FF	20	00	80	FF	00	00	A0
309)	138.7	0	0440	8	FF	00	00	00	FF	CC	09	00
310)	138.7	0	02B0	5	BD	FF	00	07	76
311)	139.7	0	0165	8	09	F8	7F	00	00	00	06	88
312)	141.8	0	0153	8	00	80	10	FF	00	FF	A0	2E
313)	141.8	0	0220	8	00	14	F5	3B	0C	10	06	10
314)	142.7	0	0316	8	45	26	68	0A	26	20	00	7F
315)	142.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
316)	143.7	0	0080	8	00	17	68	0A	26	20	26	E0
317)	143.7	0	0081	8	40	84	70	00	00	00	00	90
318)	144.7	0	018F	8	FE	46	26	00	00	43	00	10
319)	144.7	0	0260	8	05	26	00	30	AA	8D	61	00
320)	144.7	0	02A0	8	02	00	70	9D	F4	28	9A	0A
321)	145.7	0	0545	8	C8	11	00	87	2B	00	2B	00
322)	145.7	0	0350	8	13	2B	E4	81	85	00	00	D8
323)	146.7	0	04B1	8	00	00	00	00	00	00	00	00
324)	146.7	0	0164	8	00	08	00	00	00	00	0B	03
325)	147.7	0	043F	8	00	40	60	FF	61	C8	09	00
326)	148.7	0	0370	8	FF	20	00	80	FF	00	00	64
327)	148.7	0	0440	8	FF	50	00	00	FF	CC	09	00
328)	148.7	0	02B0	5	BB	FF	00	07	07
329)	149.7	0	0165	8	09	F8	7F	00	00	00	07	89
330)	151.8	0	0153	8	00	80	10	FF	00	FF	B0	3E
331)	151.8	0	01F1	8	00	00	00	00	00	00	00	00
332)	152.7	0	0220	8	00	1C	F3	0B	0C	10	04	10
333)	152.7	0	0260	8	05	26	00	30	AA	8D	61	1F
334)	153.7	0	0080	8	00	17	6C	0A	26	20	26	91
335)	153.7	0	0081	8	40	84	70	00	00	00	00	81
336)	154.7	0	018F	8	FE	46	26	00	00	43	00	10
337)	154.7	0	02A0	8	A2	00	70	9D	F4	28	9A	0A
338)	154.7	0	0316	8	45	26	6C	0A	26	20	00	7F
339)	155.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
340)	155.7	0	0382	8	40	FE	0F	00	00	00	00	04
341)	156.7	0	04F2	8	A0	00	00	38	00	00	00	90
342)	156.7	0	0545	8	C8	11	00	88	2C	00	2C	00
343)	157.7	0	04F0	8	00	00	20	00	00	79	78	0D
344)	157.7	0	0587	8	00	00	00	00	00	00	00	0B
345)	158.7	0	04F1	8	00	19	00	00	00	00	00	00
346)	158.7	0	051A	8	00	03	00	00	00	00	00	00
347)	159.7	0	0690	8	03	00	01	18	80	00	01	08
348)	159.7	0	04B0	8	00	40	00	C0	00	40	00	80
349)	160.7	0	0164	8	00	08	00	00	00	00	0C	04
350)	160.7	0	043F	8	00	40	60	FF	61	BC	09	00
351)	160.7	0	0370	8	FF	20	00	80	FF	00	00	28
352)	161.7	0	0440	8	FF	A0	00	00	FF	B0	09	00
353)	161.7	0	02B0	5	BD	FF	00	07	98
354)	162.8	0	0165	8	09	08	80	00	00	00	08	89
355)	162.8	0	02C0	8	3D	00	00	00	00	00	00	00
356)	163.7	0	0153	8	00	80	10	FF	00	FF	C0	4E
357)	163.7	0	0220	8	FF	23	FC	3B	0C	30	04	10
358)	163.7	0	0316	8	45	26	6C	0A	26	20	00	7F
359)	163.7	0	018F	8	FE	46	26	00	00	43	00	10
360)	164.7	0	0080	8	00	17	6C	0A	26	20	26	82
361)	164.7	0	0081	8	40	84	70	00	00	00	00	72
362)	164.7	0	0260	8	05	26	00	30	AA	8D	61	2E
363)	164.7	0	02A0	8	C2	00	70	9D	F4	28	9A	0A
364)	165.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
365)	165.7	0	0545	8	C8	11	00	89	2C	00	2C	00
366)	165.7	0	0350	8	13	2B	F4	81	85	00	00	C8
367)	166.7	0	04B1	8	00	00	00	00	00	00	00	00
368)	166.7	0	0164	8	00	08	00	00	00	00	0D	05
369)	167.7	0	043F	8	00	40	60	FF	61	C0	09	00
370)	167.7	0	0370	8	FF	20	00	80	FF	00	00	EC
371)	168.7	0	0440	8	FF	F0	00	00	FF	C4	09	00
372)	168.7	0	02B0	5	BB	FF	00	07	E9
373)	169.7	0	0165	8	09	F8	7F	00	00	00	09	87
374)	171.7	0	04F2	8	A0	00	00	38	00	00	00	91
375)	171.7	0	0153	8	00	80	10	FF	00	FF	D0	5E
376)	171.7	0	01F1	8	00	00	00	00	00	00	00	00
377)	172.7	0	0220	8	FF	2B	08	1C	0C	20	01	10
378)	172.7	0	0080	8	00	17	6C	0A	26	20	26	73
379)	172.7	0	0081	8	40	84	70	00	00	00	00	63
380)	173.7	0	018F	8	FE	46	26	00	00	43	00	10
381)	173.7	0	0260	8	05	26	00	30	AA	8D	61	3D
382)	173.7	0	02A0	8	62	00	70	9D	F4	28	9A	0A
383)	174.7	0	0316	8	45	26	6C	0A	26	20	00	7F
384)	174.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
385)	174.7	0	0382	8	40	FE	0F	00	00	00	00	08
386)	175.7	0	04F0	8	00	00	22	00	00	79	78	0D
387)	175.7	0	0545	8	C8	11	00	8A	2B	00	2B	00
388)	175.7	0	0110	8	E0	1C	00	11	00	00	00	00
389)	176.7	0	04B0	8	00	80	00	C0	00	40	00	80
390)	176.7	0	0164	8	00	08	00	00	00	00	0E	06
391)	177.7	0	043F	8	00	40	60	FF	61	BC	09	00
392)	178.7	0	0370	8	FF	20	00	80	FF	00	00	A0
393)	178.7	0	0440	8	FF	00	00	00	FF	BC	09	00
394)	178.7	0	02B0	5	BD	FF	00	07	BA
395)	179.7	0	0165	8	09	08	80	00	00	00	0A	8B
396)	181.8	0	0153	8	00	80	10	FF	00	FF	E0	6E
397)	181.8	0	0220	8	00	34	0D	2C	0C	20	FF	0F
398)	182.7	0	0316	8	45	26	62	0A	26	20	00	7F
399)	182.7	0	018F	8	FE	46	26	00	00	43	00	10
400)	182.7	0	0080	8	00	17	62	0A	26	20	26	04
401)	183.7	0	0081	8	40	84	70	00	00	00	00	54
402)	183.7	0	0260	8	05	26	00	30	AA	8D	61	00
403)	183.7	0	02A0	8	02	00	70	9D	F4	28	9A	0A
404)	183.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
405)	184.7	0	0545	8	C8	11	00	8A	2D	00	2E	00
406)	185.8	0	0350	8	13	2B	04	81	85	00	00	38
407)	185.8	0	0050	4	00	63	00	00
408)	186.7	0	04B1	8	00	00	00	00	00	00	00	00
409)	186.7	0	0164	8	00	08	00	00	00	00	0F	07
410)	187.7	0	043F	8	00	40	60	FF	61	B8	09	00
411)	187.7	0	0370	8	FF	20	00	80	FF	00	00	64
412)	188.7	0	0440	8	FF	50	00	00	FF	B8	09	00
413)	188.7	0	05E4	3	00	02	00
414)	189.7	0	0165	8	09	F8	7F	00	00	00	0B	85
415)	189.7	0	02B0	5	BB	FF	00	07	CB
416)	191.7	0	04F2	8	A0	00	00	38	00	00	00	92
417)	191.7	0	0153	8	00	80	10	FF	00	FF	00	8E
418)	191.7	0	0220	8	03	3C	0B	0C	0C	30	FF	0F
419)	191.7	0	01F1	8	00	00	00	00	00	00	00	00
420)	191.7	0	0316	8	45	26	60	0A	26	20	00	7F
421)	192.7	0	018F	8	FE	46	26	00	00	43	00	10
422)	192.7	0	0080	8	00	17	60	0A	26	20	26	15
423)	192.7	0	0081	8	40	84	70	00	00	00	00	45
424)	192.7	0	0260	8	05	26	00	30	AA	8D	61	1F
425)	193.7	0	02A0	8	A2	00	70	9D	F4	28	9A	0A
426)	193.7	0	0329	8	0F	B3	7E	8C	11	2C	00	10
427)	193.7	0	0382	8	40	FE	0F	00	00	00	00	0C
428)	194.7	0	04F0	8	00	00	24	00	00	79	78	0D
429)	194.7	0	0545	8	C8	11	00	89	2E	00	2F	00
430)	196.7	0	0018	8	08	00	00	60	00	00	20	10
431)	196.7	0	00A0	8	5B	7E	6C	0A	00	22	00	02
