No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight	0)	0.0	0	0316	8	45	22	7C	0A	22	1E	00	7F
159)	65.8	0	043F	8	00	40	60	FF	6D	E8	09	00
160)	66.8	0	0440	8	FF	A0	00	00	FF	E8	09	00
161)	66.8	0	04F2	8	A0	00	B0	38	00	00	00	C8
162)	67.8	0	0545	8	C8	11	00	88	1B	00	1E	00
163)	68.8	0	02B0	5	24	00	00	07	DC
164)	68.8	0	0153	8	00	80	10	FF	00	FF	40	CE
165)	69.8	0	0165	8	E7	47	80	00	00	00	0C	2C
166)	69.8	0	0220	8	F1	23	FA	0B	2A	31	02	10
167)	72.8	0	0316	8	45	22	6A	0A	22	1E	00	7F
168)	72.8	0	0260	8	05	22	00	30	2D	8E	5F	1A
169)	73.7	0	02A0	8	A2	00	74	9C	AD	28	88	0A
170)	73.7	0	0080	8	00	17	6A	0A	22	1E	22	61
171)	74.7	0	0081	8	80	84	74	00	00	00	00	01
172)	74.7	0	018F	8	FE	35	22	00	00	43	00	10
173)	74.7	0	0329	8	84	AD	7E	8C	12	2A	00	10
174)	75.7	0	0382	8	40	FE	0F	00	00	00	00	04
175)	75.7	0	04B1	8	00	00	00	00	00	00	00	00
176)	75.7	0	0164	8	00	08	00	00	00	00	0D	05
177)	76.7	0	0370	8	FF	20	00	80	FF	00	00	EC
178)	76.7	0	043F	8	00	40	60	FF	6D	F0	09	00
179)	76.7	0	0440	8	FF	F0	00	00	FF	F8	09	00
180)	77.7	0	04F0	8	00	00	90	00	00	74	64	0D
181)	77.7	0	0545	8	C8	11	00	88	1C	00	1F	00
182)	78.7	0	02B0	5	24	00	00	07	CD
183)	78.7	0	0153	8	00	80	10	FF	00	FF	50	DE
184)	79.7	0	0165	8	E7	47	80	00	00	00	0D	2D
185)	79.7	0	01F1	8	00	00	00	00	00	00	00	00
186)	79.7	0	0220	8	F0	2B	F5	1B	2A	31	02	10
187)	80.7	0	0350	8	0F	2B	04	73	75	00	00	26
188)	82.7	0	0316	8	45	22	6A	0A	22	1E	00	7F
189)	82.7	0	0260	8	05	22	00	30	2D	8E	5F	29
190)	83.7	0	018F	8	FE	35	22	00	00	43	00	10
191)	83.7	0	0080	8	00	17	6A	0A	22	1E	22	52
192)	84.8	0	0081	8	80	84	74	00	00	00	00	F2
193)	84.8	0	02A0	8	C2	00	74	9C	AD	28	88	0A
194)	85.7	0	0329	8	D7	AD	7E	8C	12	2B	00	10
195)	85.7	0	04B0	8	00	80	00	40	00	40	00	80
196)	85.7	0	0164	8	00	08	00	00	00	00	0E	06
197)	86.7	0	04F2	8	A0	00	B0	38	00	00	00	C9
198)	86.7	0	0370	8	FF	20	00	80	FF	00	00	A0
199)	87.8	0	043F	8	00	40	60	FF	6D	E4	09	00
200)	87.8	0	0440	8	FF	00	00	00	FF	D8	09	00
201)	88.7	0	0545	8	C8	11	00	89	1C	00	1F	00
202)	89.2	0	0510	8	00	00	00	00	00	00	00	00
203)	89.7	0	0153	8	00	80	10	FF	00	FF	60	EE
204)	89.7	0	0165	8	E7	47	80	00	00	00	0E	2E
205)	89.7	0	0220	8	F0	33	FD	3B	2A	31	05	10
206)	90.7	0	02B0	5	23	00	00	07	8E
207)	92.7	0	0316	8	45	22	6A	0A	22	1E	00	7F
208)	93.7	0	018F	8	FE	35	22	00	00	43	00	10
209)	93.7	0	0080	8	00	17	6A	0A	22	1E	22	43
210)	94.7	0	0081	8	80	84	74	00	00	00	00	E3
211)	94.7	0	0260	8	05	22	00	30	2D	8E	61	35
212)	95.7	0	02A0	8	62	00	74	9C	AD	28	88	0A
213)	95.7	0	0329	8	D7	AD	7E	8C	12	2B	00	10
214)	96.7	0	0382	8	40	FE	0F	00	00	00	00	08
215)	96.7	0	04B1	8	00	00	00	00	00	00	00	00
216)	96.7	0	0164	8	00	08	00	00	00	00	0F	07
217)	97.7	0	0370	8	FF	20	00	80	FF	00	00	64
218)	97.7	0	043F	8	00	40	60	FF	6D	EC	09	00
219)	98.7	0	0440	8	FF	50	00	00	FF	F4	09	00
220)	98.7	0	04F0	8	00	00	92	00	00	74	64	0D
221)	98.7	0	0545	8	C8	11	00	89	1B	00	1E	00
222)	99.7	0	02B0	5	26	00	00	07	CF
223)	99.7	0	0153	8	00	80	10	FF	00	FF	70	FE
224)	100.7	0	0165	8	E8	47	80	00	00	00	0F	20
225)	100.7	0	01F1	8	00	00	00	00	00	00	00	00
226)	101.7	0	0220	8	F0	3B	07	0C	2A	21	05	10
227)	101.7	0	0350	8	0F	2B	14	73	75	00	00	36
228)	102.7	0	0316	8	45	23	6C	0A	23	1E	00	7F
229)	102.7	0	018F	8	FE	34	23	00	00	43	00	10
230)	103.7	0	0260	8	05	23	00	30	2D	8E	61	07
231)	103.7	0	0080	8	00	17	6C	0A	23	1E	23	F4
232)	104.6	0	0081	8	80	84	74	00	00	00	00	D4
233)	104.6	0	02A0	8	02	00	74	9C	AD	28	88	0A
234)	105.6	0	0329	8	D7	AD	7E	8C	12	2B	00	10
235)	105.6	0	04B0	8	00	C0	00	40	00	40	00	80
236)	106.6	0	0164	8	00	08	00	00	00	00	00	08
237)	106.6	0	04F2	8	A0	00	B0	38	00	00	00	CA
238)	107.6	0	0545	8	C8	11	00	89	21	00	21	00
239)	107.6	0	00A0	8	53	79	6E	0A	00	21	00	02
240)	108.6	0	00A1	8	80	8A	80	80	2B	00	00	00
241)	108.6	0	0370	8	FF	20	00	80	FF	00	00	28
242)	108.6	0	043F	8	00	40	60	FF	6D	F0	09	00
243)	109.6	0	0440	8	FF	A0	00	00	FF	F8	09	00
244)	109.6	0	0587	8	00	00	00	00	00	00	00	0B
245)	110.6	0	0153	8	00	80	10	FF	00	FF	80	0E
246)	110.6	0	0165	8	E8	47	80	00	00	00	00	2F
247)	111.6	0	0220	8	F2	03	0A	14	2A	21	04	10
248)	111.6	0	02B0	5	23	00	00	07	60
249)	112.6	0	0316	8	45	23	5A	0A	23	1E	00	7F
250)	113.6	0	0260	8	05	23	00	30	2D	8E	61	16
251)	113.6	0	02A0	8	A2	00	74	9C	AD	28	88	0A
252)	114.6	0	0080	8	00	17	5A	0A	23	1E	23	15
253)	114.6	0	0081	8	80	84	74	00	00	00	00	C5
254)	114.6	0	018F	8	FE	35	23	00	00	43	00	10
255)	115.6	0	0329	8	D7	AD	7E	8C	12	2B	00	10
256)	115.6	0	0382	8	40	FE	0F	00	00	00	00	0C
257)	115.6	0	04B1	8	00	00	00	00	00	00	00	00
258)	116.6	0	0164	8	00	08	00	00	00	00	01	09
259)	116.6	0	0370	8	FF	20	00	80	FF	00	00	EC
260)	117.6	0	043F	8	00	40	60	FF	6D	E4	09	00
261)	117.6	0	0440	8	FF	F0	00	00	FF	D8	09	00
262)	118.6	0	04F0	8	00	00	94	00	00	74	64	0D
263)	118.6	0	0545	8	C8	10	00	89	22	00	22	00
264)	118.6	0	059B	8	00	00	00	00	00	00	00	4C
265)	119.6	0	0153	8	00	80	10	FF	00	FF	90	1E
266)	119.6	0	0165	8	E8	57	80	00	00	00	01	3E
267)	120.6	0	01F1	8	00	00	00	00	00	00	00	00
268)	120.6	0	0220	8	F4	0B	08	24	2A	11	01	10
269)	121.6	0	02B0	5	26	00	00	07	21
270)	121.6	0	0350	8	0F	2B	24	73	75	00	00	06
271)	122.6	0	0042	8	0E	FF	FF	FF	00	00	00	00
272)	122.6	0	0043	8	00	00	00	00	00	00	00	30
273)	123.6	0	0044	8	00	00	00	75	FF	00	00	00
274)	123.6	0	0316	8	45	23	5A	0A	23	1E	00	7F
275)	124.6	0	0260	8	05	23	00	30	2D	8E	61	25
276)	124.6	0	018F	8	FE	35	23	00	00	43	00	10
277)	124.6	0	0080	8	00	17	5A	0A	23	1E	23	06
278)	125.6	0	0081	8	80	84	74	00	00	00	00	B6
279)	125.6	0	02A0	8	C2	00	74	9C	AD	28	88	0A
280)	125.6	0	0329	8	D7	AD	7E	8C	12	2B	00	10
281)	126.6	0	04B0	8	00	00	00	80	00	40	00	80
282)	126.6	0	0164	8	00	08	00	00	00	00	02	0A
283)	127.6	0	04F2	8	A0	00	B0	38	00	00	00	CB
284)	127.6	0	0370	8	FF	20	00	80	FF	00	00	A0
285)	127.6	0	043F	8	00	40	60	FF	6D	E0	09	00
286)	128.6	0	0440	8	FF	00	00	00	FF	DC	09	00
287)	128.6	0	0545	8	C8	10	00	89	22	00	22	00
288)	129.6	0	05F0	2	00	00
289)	129.6	0	0110	8	E0	1C	00	11	00	00	00	00
290)	129.6	0	0153	8	00	80	10	FF	00	FF	A0	2E
291)	129.6	0	0165	8	E7	57	80	00	00	00	02	32
292)	130.6	0	0220	8	F5	13	07	14	2A	11	FF	0F
293)	130.6	0	02B0	5	26	00	00	07	12
294)	132.6	0	0316	8	45	23	5A	0A	23	1E	00	7F
295)	132.6	0	018F	8	FE	35	23	00	00	43	00	10
296)	133.6	0	0080	8	00	17	5A	0A	23	1E	23	F7
297)	133.6	0	0081	8	80	84	74	00	00	00	00	A7
298)	134.5	0	0260	8	05	23	00	30	2D	8E	61	34
299)	134.5	0	02A0	8	62	00	74	9C	AD	28	88	0A
300)	135.6	0	0329	8	D7	AD	7E	8C	12	2B	00	10
301)	135.6	0	0382	8	40	FE	0F	00	00	00	00	00
302)	136.6	0	04B1	8	00	00	00	00	00	00	00	00
303)	136.6	0	0164	8	00	08	00	00	00	00	03	0B
304)	137.5	0	04F0	8	00	00	96	00	00	74	64	0D
305)	137.5	0	0370	8	FF	20	00	80	FF	00	00	64
306)	137.5	0	043F	8	00	40	60	FF	6D	E0	09	00
307)	138.5	0	0440	8	FF	50	00	00	FF	E0	09	00
308)	138.5	0	0545	8	C8	10	00	89	21	00	21	00
309)	139.5	0	0153	8	00	80	10	FF	00	FF	B0	3E
310)	139.5	0	0165	8	E6	57	80	00	00	00	03	32
311)	140.5	0	01F1	8	00	00	00	00	00	00	00	00
312)	140.5	0	0220	8	F5	1B	07	14	2A	11	FF	0F
313)	141.5	0	02B0	5	26	00	00	07	03
314)	141.5	0	05E4	3	00	02	00
315)	142.5	0	02C0	8	3D	00	00	00	00	00	00	00
316)	142.5	0	0350	8	0F	2B	34	73	75	00	00	16
317)	143.5	0	0316	8	45	23	54	0A	23	1E	00	7F
318)	143.5	0	0260	8	05	23	00	30	2D	8E	61	07
319)	144.5	0	018F	8	FE	35	23	00	00	43	00	10
320)	144.5	0	0080	8	00	17	54	0A	23	1E	23	48
321)	145.5	0	0081	8	80	84	74	00	00	00	00	98
322)	145.5	0	02A0	8	02	00	74	9C	AD	28	88	0A
323)	146.5	0	0329	8	0F	AD	7E	8C	12	2B	00	10
324)	146.5	0	04B0	8	00	40	00	80	00	40	00	80
325)	147.5	0	0164	8	00	08	00	00	00	00	04	0C
326)	147.5	0	04F2	8	A0	00	C0	38	00	00	00	CC
327)	148.5	0	0370	8	FF	20	00	80	FF	00	00	28
328)	148.5	0	043F	8	00	40	60	FF	6D	DC	09	00
329)	148.5	0	0440	8	FF	A0	00	00	FF	DC	09	00
330)	149.5	0	0545	8	C8	10	00	89	20	00	21	00
331)	149.5	0	0153	8	00	80	10	FF	00	FF	C0	4E
332)	149.5	0	0165	8	E6	57	80	00	00	00	04	35
333)	150.5	0	0220	8	F4	23	03	14	2A	21	01	10
334)	150.5	0	02B0	5	23	00	00	07	24
335)	152.5	0	0316	8	45	23	54	0A	23	1E	00	7F
336)	153.5	0	0329	8	0F	AD	7E	8C	12	2B	00	10
337)	153.5	0	04F0	8	00	00	98	00	00	74	64	0D
338)	154.5	0	0545	8	C8	10	00	88	21	00	22	00
339)	154.5	0	0080	8	00	17	54	0A	23	1E	23	39
340)	155.5	0	0081	8	80	84	74	00	00	00	00	89
341)	155.5	0	018F	8	FE	35	23	00	00	43	00	10
342)	156.5	0	0260	8	05	23	00	30	2D	8E	61	16
343)	156.5	0	02A0	8	A2	00	74	9C	AD	28	88	0A
344)	157.5	0	0382	8	40	FE	0F	00	00	00	00	04
345)	157.5	0	0370	8	FF	20	00	80	FF	00	00	EC
346)	158.5	0	043F	8	00	40	60	FF	6D	D4	09	00
347)	158.5	0	0440	8	FF	F0	00	00	FF	CC	09	00
348)	159.5	0	04B1	8	00	00	00	00	00	00	00	00
349)	159.5	0	0164	8	00	08	00	00	00	00	05	0D
350)	160.5	0	04F1	8	00	19	00	00	00	00	00	00
351)	160.5	0	051A	8	00	03	00	00	00	00	00	00
352)	160.5	0	0690	8	03	00	01	08	80	00	31	08
353)	161.5	0	0153	8	00	80	10	FF	00	FF	D0	5E
354)	161.5	0	0165	8	E5	57	80	00	00	00	05	37
355)	162.5	0	01F1	8	00	00	00	00	00	00	00	00
356)	162.5	0	0220	8	F1	2B	FB	33	2A	31	04	10
357)	163.5	0	02B0	5	26	00	00	07	65
358)	163.5	0	0350	8	0F	2B	44	73	75	00	00	66
359)	164.4	0	0316	8	45	23	68	0A	23	1E	00	7F
360)	164.4	0	018F	8	FE	35	23	00	00	43	00	10
361)	164.4	0	0080	8	00	17	68	0A	23	1E	23	DA
362)	165.4	0	0081	8	80	84	74	00	00	00	00	7A
363)	165.4	0	0260	8	05	23	00	30	2D	8E	61	25
364)	166.4	0	02A0	8	C2	00	74	9C	AD	28	88	0A
365)	166.4	0	0329	8	0F	AD	7E	8C	12	2B	00	10
366)	167.4	0	04B0	8	00	80	00	80	00	40	00	80
367)	167.4	0	0164	8	00	08	00	00	00	00	06	0E
368)	168.4	0	0370	8	FF	20	00	80	FF	00	00	A0
369)	168.4	0	043F	8	00	40	60	FF	6D	D8	09	00
370)	169.4	0	0440	8	FF	00	00	00	FF	DC	09	00
371)	169.4	0	04F2	8	A0	00	C0	38	00	00	00	CD
372)	170.4	0	0545	8	C8	10	00	88	21	00	22	00
373)	170.4	0	0153	8	00	80	10	FF	00	FF	E0	6E
374)	171.4	0	0165	8	E5	57	80	00	00	00	06	34
375)	171.4	0	0220	8	F0	33	F7	33	2A	31	05	10
376)	172.4	0	02B0	5	23	00	00	07	06
377)	173.4	0	0316	8	45	23	68	0A	23	1E	00	7F
378)	173.4	0	018F	8	FE	34	23	00	00	43	00	10
379)	174.4	0	0260	8	05	23	00	30	2D	8E	61	34
380)	174.4	0	0080	8	00	17	68	0A	23	1E	23	CB
381)	175.4	0	0081	8	80	84	74	00	00	00	00	6B
382)	175.4	0	02A0	8	62	00	74	9C	AD	28	88	0A
383)	175.4	0	0329	8	0F	AD	7E	8C	12	2B	00	10
384)	176.4	0	0382	8	40	FE	0F	00	00	00	00	08
385)	176.4	0	04B1	8	00	00	00	00	00	00	00	00
386)	177.4	0	0164	8	00	08	00	00	00	00	07	0F
387)	177.4	0	04F0	8	00	00	9A	00	00	74	64	0D
388)	178.4	0	0370	8	FF	20	00	80	FF	00	00	64
389)	178.4	0	043F	8	00	40	60	FF	6D	DC	09	00
390)	179.4	0	0440	8	FF	50	00	00	FF	E0	09	00
391)	179.4	0	0545	8	C8	10	00	89	20	00	21	00
392)	180.4	0	0120	4	00	00	00	00
393)	180.4	0	0517	8	00	00	00	00	00	00	00	00
394)	181.4	0	0153	8	00	80	10	FF	00	FF	00	8E
395)	181.4	0	0165	8	E4	67	80	00	00	00	07	04
396)	181.4	0	01F1	8	00	00	00	00	00	00	00	00
397)	182.4	0	0220	8	EE	3B	FD	13	2A	01	05	10
398)	182.4	0	02B0	5	24	00	00	07	67
399)	183.4	0	0350	8	0F	2B	54	73	75	00	00	76
400)	183.4	0	0316	8	45	23	68	0A	23	1E	00	7F
401)	184.4	0	0329	8	0F	AD	7E	8C	12	2B	00	10
402)	184.4	0	04F2	8	A0	00	C0	38	00	00	00	CE
403)	185.4	0	0080	8	00	17	68	0A	23	1E	23	BC
404)	185.4	0	0081	8	80	84	74	00	00	00	00	5C
405)	186.4	0	018F	8	FE	34	23	00	00	43	00	10
406)	186.4	0	0260	8	05	23	00	30	2D	8E	61	07
407)	187.4	0	02A0	8	02	00	74	9C	AD	28	88	0A
408)	187.4	0	04B0	8	00	C0	00	80	00	40	00	80
409)	188.4	0	0164	8	00	08	00	00	00	00	08	00
410)	188.4	0	0370	8	FF	20	00	80	FF	00	00	28
411)	189.4	0	043F	8	00	40	60	FF	6D	DC	09	00
412)	189.4	0	0440	8	FF	A0	00	00	FF	DC	09	00
413)	190.4	0	0545	8	C8	10	00	89	20	00	21	00
414)	190.4	0	0510	8	00	00	00	00	00	00	00	00
415)	191.4	0	0153	8	00	80	10	FF	00	FF	10	9E
416)	191.4	0	0165	8	E5	57	80	00	00	00	08	3A
417)	191.4	0	0220	8	EE	03	05	3C	2A	21	05	10
418)	192.4	0	02B0	5	24	00	00	07	98
419)	192.4	0	0316	8	45	23	70	0A	23	1E	00	7F
420)	193.4	0	0260	8	05	23	00	30	2D	8E	61	16
421)	193.4	0	02A0	8	A2	00	74	9C	AD	28	88	0A
422)	194.3	0	0080	8	00	17	70	0A	23	1E	23	1D
423)	194.3	0	0081	8	80	84	74	00	00	00	00	4D
424)	195.3	0	018F	8	FE	34	23	00	00	43	00	10
425)	195.3	0	0329	8	0F	AD	7E	8C	12	2B	00	10
426)	196.3	0	0382	8	40	FE	0F	00	00	00	00	0C
427)	196.3	0	04B1	8	00	00	00	00	00	00	00	00
428)	197.3	0	0164	8	00	08	00	00	00	00	09	01
429)	197.3	0	0370	8	FF	20	00	80	FF	00	00	EC
